variable,gender,age_min,age_max,percentile,value
Weight,1,36,45,89.7,266.8436774
Weight,1,46,55,89.7,272.3569911
Weight,1,56,65,89.7,257.4663262
Weight,1,66,79,89.7,240.3882374
Weight,1,80,99,89.7,221.5572552
Weight,2,0,18,89.8,148.150464
Weight,2,18,25,89.8,231.264638
Weight,2,26,35,89.8,246.696978
Weight,2,36,45,89.8,255.074534
Weight,2,46,55,89.8,245.2992489
Weight,2,56,65,89.8,237.7982498
Weight,2,66,79,89.8,224.1833986
Weight,2,80,99,89.8,190.3737872
Weight,1,0,18,89.8,160.0210199
Weight,1,18,25,89.8,258.2937201
Weight,1,26,35,89.8,268.7277457
Weight,1,36,45,89.8,268.0500455
Weight,1,46,55,89.8,272.6515283
Weight,1,56,65,89.8,257.7932714
Weight,1,66,79,89.8,240.7127575
Weight,1,80,99,89.8,221.6771865
Weight,2,0,18,89.9,148.370926
Weight,2,18,25,89.9,231.264638
Weight,2,26,35,89.9,246.696978
Weight,2,36,45,89.9,255.2914686
Weight,2,46,55,89.9,245.594668
Weight,2,56,65,89.9,238.6190299
Weight,2,66,79,89.9,225.4091673
Weight,2,80,99,89.9,190.5477317
Weight,1,0,18,89.9,161.0523412
Weight,1,18,25,89.9,258.6277201
Weight,1,26,35,89.9,269.1212703
Weight,1,36,45,89.9,268.342819
Weight,1,46,55,89.9,272.9460656
Weight,1,56,65,89.9,258.1535063
Weight,1,66,79,89.9,240.744504
Weight,1,80,99,89.9,221.7971179
Weight,2,0,18,90,148.5032032
Weight,2,18,25,90,231.705562
Weight,2,26,35,90,247.0056248
Weight,2,36,45,90,255.8241048
Weight,2,46,55,90,246.256054
Weight,2,56,65,90,239.3776396
Weight,2,66,79,90,225.97355
Weight,2,80,99,90,190.7216762
Weight,1,0,18,90,161.6868308
Weight,1,18,25,90,258.7562494
Weight,1,26,35,90,269.294333
Weight,1,36,45,90,268.5668084
Weight,1,46,55,90,273.1965104
Weight,1,56,65,90,258.4476026
Weight,1,66,79,90,241.185428
Weight,1,80,99,90,221.9170492
Weight,2,0,18,90.1,149.252774
Weight,2,18,25,90.1,232.2787632
Weight,2,26,35,90.1,247.137902
Weight,2,36,45,90.1,256.9167145
Weight,2,46,55,90.1,247.8105316
Weight,2,56,65,90.1,240.30358
Weight,2,66,79,90.1,226.2370021
Weight,2,80,99,90.1,190.8956207
Weight,1,0,18,90.1,162.260032
Weight,1,18,25,90.1,259.9454214
Weight,1,26,35,90.1,269.4464518
Weight,1,36,45,90.1,268.7008493
Weight,1,46,55,90.1,273.343779
Weight,1,56,65,90.1,258.7566903
Weight,1,66,79,90.1,242.0866767
Weight,1,80,99,90.1,222.0369805
Weight,2,0,18,90.2,149.4220888
Weight,2,18,25,90.2,233.2928884
Weight,2,26,35,90.2,247.1934584
Weight,2,36,45,90.2,257.058692
Weight,2,46,55,90.2,248.2847453
Weight,2,56,65,90.2,240.30358
Weight,2,66,79,90.2,226.3902232
Weight,2,80,99,90.2,191.5179849
Weight,1,0,18,90.2,163.0439949
Weight,1,18,25,90.2,262.2589497
Weight,1,26,35,90.2,269.7088016
Weight,1,36,45,90.2,269.1100268
Weight,1,46,55,90.2,273.37288
Weight,1,56,65,90.2,259.837395
Weight,1,66,79,90.2,243.3847569
Weight,1,80,99,90.2,222.1569119
Weight,2,0,18,90.3,149.7713006
Weight,2,18,25,90.3,234.0589939
Weight,2,26,35,90.3,247.5078372
Weight,2,36,45,90.3,257.058692
Weight,2,46,55,90.3,248.5601024
Weight,2,56,65,90.3,240.6743971
Weight,2,66,79,90.3,226.9303551
Weight,2,80,99,90.3,192.213763
Weight,1,0,18,90.3,163.582804
Weight,1,18,25,90.3,262.8896914
Weight,1,26,35,90.3,270.9136264
Weight,1,36,45,90.3,269.6408993
Weight,1,46,55,90.3,273.4178542
Weight,1,56,65,90.3,260.5869658
Weight,1,66,79,90.3,244.1466736
Weight,1,80,99,90.3,222.2768432
Weight,2,0,18,90.4,150.1205124
Weight,2,18,25,90.4,234.4392908
Weight,2,26,35,90.4,248.0656061
Weight,2,36,45,90.4,257.0798564
Weight,2,46,55,90.4,248.681136
Weight,2,56,65,90.4,240.8961819
Weight,2,66,79,90.4,227.3580514
Weight,2,80,99,90.4,192.9095411
Weight,1,0,18,90.4,164.2247893
Weight,1,18,25,90.4,263.0252756
Weight,1,26,35,90.4,273.1435995
Weight,1,36,45,90.4,270.043022
Weight,1,46,55,90.4,273.5651229
Weight,1,56,65,90.4,261.0569908
Weight,1,66,79,90.4,244.7198748
Weight,1,80,99,90.4,222.3967745
Weight,2,0,18,90.5,150.9106482
Weight,2,18,25,90.5,234.7369145
Weight,2,26,35,90.5,248.5190964
Weight,2,36,45,90.5,257.5481176
Weight,2,46,55,90.5,248.681136
Weight,2,56,65,90.5,242.0264905
Weight,2,66,79,90.5,227.5112725
Weight,2,80,99,90.5,193.5722499
Weight,1,0,18,90.5,164.7247972
Weight,1,18,25,90.5,263.2823343
Weight,1,26,35,90.5,273.593342
Weight,1,36,45,90.5,270.4451446
Weight,1,46,55,90.5,274.4266884
Weight,1,56,65,90.5,261.4172257
Weight,1,66,79,90.5,245.1890179
Weight,1,80,99,90.5,222.6225276
Weight,2,0,18,90.6,151.236932
Weight,2,18,25,90.6,234.9904458
Weight,2,26,35,90.6,248.6762858
Weight,2,36,45,90.6,259.0040487
Weight,2,46,55,90.6,250.2737535
Weight,2,56,65,90.6,242.949124
Weight,2,66,79,90.6,228.5507508
Weight,2,80,99,90.6,193.6882129
Weight,1,0,18,90.6,165.2442056
Weight,1,18,25,90.6,263.4957415
Weight,1,26,35,90.6,273.7013684
Weight,1,36,45,90.6,270.8472673
Weight,1,46,55,90.6,275.3200004
Weight,1,56,65,90.6,262.0446606
Weight,1,66,79,90.6,245.513538
Weight,1,80,99,90.6,222.9223559
Weight,2,0,18,90.7,151.236932
Weight,2,18,25,90.7,235.1282346
Weight,2,26,35,90.7,248.8334752
Weight,2,36,45,90.7,260.6548681
Weight,2,46,55,90.7,252.1002812
Weight,2,56,65,90.7,243.4034962
Weight,2,66,79,90.7,229.3818925
Weight,2,80,99,90.7,193.8041759
Weight,1,0,18,90.7,165.9840761
Weight,1,18,25,90.7,263.6242708
Weight,1,26,35,90.7,274.6195926
Weight,1,36,45,90.7,271.0483287
Weight,1,46,55,90.7,275.9090748
Weight,1,56,65,90.7,263.4814114
Weight,1,66,79,90.7,245.838058
Weight,1,80,99,90.7,223.2221842
Weight,2,0,18,90.8,151.457394
Weight,2,18,25,90.8,235.2770464
Weight,2,26,35,90.8,249.1687979
Weight,2,36,45,90.8,260.9670423
Weight,2,46,55,90.8,253.8073184
Weight,2,56,65,90.8,245.0170576
Weight,2,66,79,90.8,229.9550937
Weight,2,80,99,90.8,193.9201389
Weight,1,0,18,90.8,166.1454543
Weight,1,18,25,90.8,263.672552
Weight,1,26,35,90.8,275.595137
Weight,1,36,45,90.8,271.2105887
Weight,1,46,55,90.8,276.018424
Weight,1,56,65,90.8,264.7422336
Weight,1,66,79,90.8,246.035592
Weight,1,80,99,90.8,223.5220126
Weight,2,0,18,90.9,151.898318
Weight,2,18,25,90.9,235.5305777
Weight,2,26,35,90.9,249.6145721
Weight,2,36,45,90.9,261.7836336
Weight,2,46,55,90.9,254.9138172
Weight,2,56,65,90.9,245.9507141
Weight,2,66,79,90.9,230.1083148
Weight,2,80,99,90.9,194.1690405
Weight,1,0,18,90.9,166.581969
Weight,1,18,25,90.9,263.672552
Weight,1,26,35,90.9,276.6445361
Weight,1,36,45,90.9,271.6127114
Weight,1,46,55,90.9,276.0651619
Weight,1,56,65,90.9,264.995324
Weight,1,66,79,90.9,246.0408831
Weight,1,80,99,90.9,223.8765155
Weight,2,0,18,91,152.4362453
Weight,2,18,25,91,235.673878
Weight,2,26,35,91,249.9289509
Weight,2,36,45,91,262.5349681
Weight,2,46,55,91,255.294996
Weight,2,56,65,91,246.2053477
Weight,2,66,79,91,230.2615359
Weight,2,80,99,91,194.8068371
Weight,1,0,18,91,167.3262488
Weight,1,18,25,91,264.0230866
Weight,1,26,35,91,277.0986878
Weight,1,36,45,91,272.1382928
Weight,1,46,55,91,276.2124306
Weight,1,56,65,91,265.3061754
Weight,1,66,79,91,246.2031431
Weight,1,80,99,91,224.2363094
Weight,2,0,18,91.1,153.0270834
Weight,2,18,25,91.1,235.673878
Weight,2,26,35,91.1,250.2433297
Weight,2,36,45,91.1,263.0032294
Weight,2,46,55,91.1,255.4186752
Weight,2,56,65,91.1,246.256054
Weight,2,66,79,91.1,230.38279
Weight,2,80,99,91.1,195.4446336
Weight,1,0,18,91.1,167.696184
Weight,1,18,25,91.1,264.4834112
Weight,1,26,35,91.1,277.4007207
Weight,1,36,45,91.1,272.8084973
Weight,1,46,55,91.1,276.6013255
Weight,1,56,65,91.1,265.7199826
Weight,1,66,79,91.1,246.3654032
Weight,1,80,99,91.1,224.5961034
Weight,2,0,18,91.2,154.3234
Weight,2,18,25,91.2,236.0266172
Weight,2,26,35,91.2,250.9527764
Weight,2,36,45,91.2,263.9318153
Weight,2,46,55,91.2,255.8928889
Weight,2,56,65,91.2,246.3583484
Weight,2,66,79,91.2,230.38279
Weight,2,80,99,91.2,196.0824302
Weight,1,0,18,91.2,167.992044
Weight,1,18,25,91.2,265.2545873
Weight,1,26,35,91.2,278.1877701
Weight,1,36,45,91.2,272.931956
Weight,1,46,55,91.2,276.9955116
Weight,1,56,65,91.2,265.877172
Weight,1,66,79,91.2,246.476516
Weight,1,80,99,91.2,224.9558974
Weight,2,0,18,91.3,154.8066527
Weight,2,18,25,91.3,236.5336798
Weight,2,26,35,91.3,252.3674811
Weight,2,36,45,91.3,264.5120713
Weight,2,46,55,91.3,256.6409165
Weight,2,56,65,91.3,246.476516
Weight,2,66,79,91.3,230.5007372
Weight,2,80,99,91.3,196.8776366
Weight,1,0,18,91.3,168.432968
Weight,1,18,25,91.3,265.9027456
Weight,1,26,35,91.3,278.7157766
Weight,1,36,45,91.3,273.0236682
Weight,1,46,55,91.3,277.2900488
Weight,1,56,65,91.3,265.877172
Weight,1,66,79,91.3,246.476516
Weight,1,80,99,91.3,225.3156914
Weight,2,0,18,91.4,155.205248
Weight,2,18,25,91.4,236.7982342
Weight,2,26,35,91.4,252.7297002
Weight,2,36,45,91.4,264.9477042
Weight,2,46,55,91.4,257.3567566
Weight,2,56,65,91.4,246.511349
Weight,2,66,79,91.4,230.6539583
Weight,2,80,99,91.4,197.8633222
Weight,1,0,18,91.4,169.0264517
Weight,1,18,25,91.4,266.416863
Weight,1,26,35,91.4,278.8469515
Weight,1,36,45,91.4,273.5598318
Weight,1,46,55,91.4,277.584586
Weight,1,56,65,91.4,266.2025739
Weight,1,66,79,91.4,246.476516
Weight,1,80,99,91.4,225.6754854
Weight,2,0,18,91.5,155.3639806
Weight,2,18,25,91.5,237.1344388
Weight,2,26,35,91.5,253.7407389
Weight,2,36,45,91.5,266.0403139
Weight,2,46,55,91.5,258.0860449
Weight,2,56,65,91.5,246.6980803
Weight,2,66,79,91.5,230.8071794
Weight,2,80,99,91.5,198.8490078
Weight,1,0,18,91.5,169.094354
Weight,1,18,25,91.5,266.538558
Weight,1,26,35,91.5,279.4466081
Weight,1,36,45,91.5,274.5898302
Weight,1,46,55,91.5,277.8791233
Weight,1,56,65,91.5,266.4404524
Weight,1,66,79,91.5,247.0585357
Weight,1,80,99,91.5,226.0352794
Weight,2,0,18,91.6,155.866634
Weight,2,18,25,91.6,237.768267
Weight,2,26,35,91.6,255.2173934
Weight,2,36,45,91.6,266.7837117
Weight,2,46,55,91.6,259.9829
Weight,2,56,65,91.6,246.8848116
Weight,2,66,79,91.6,230.9604004
Weight,2,80,99,91.6,199.8346934
Weight,1,0,18,91.6,169.314816
Weight,1,18,25,91.6,266.5447309
Weight,1,26,35,91.6,280.2160205
Weight,1,36,45,91.6,276.0642801
Weight,1,46,55,91.6,278.1736605
Weight,1,56,65,91.6,267.3586766
Weight,1,66,79,91.6,247.9156919
Weight,1,80,99,91.6,226.2945427
Weight,2,0,18,91.7,156.5403659
Weight,2,18,25,91.7,238.09896
Weight,2,26,35,91.7,256.1605298
Weight,2,36,45,91.7,267.7722634
Weight,2,46,55,91.7,261.5563373
Weight,2,56,65,91.7,247.0715429
Weight,2,66,79,91.7,231.6691858
Weight,2,80,99,91.7,200.744981
Weight,1,0,18,91.7,169.535278
Weight,1,18,25,91.7,266.6732603
Weight,1,26,35,91.7,280.4783703
Weight,1,36,45,91.7,276.238886
Weight,1,46,55,91.7,278.5907746
Weight,1,56,65,91.7,268.9098473
Weight,1,66,79,91.7,248.402472
Weight,1,80,99,91.7,226.4744397
Weight,2,0,18,91.8,156.968944
Weight,2,18,25,91.8,238.09896
Weight,2,26,35,91.8,256.397306
Weight,2,36,45,91.8,269.4892214
Weight,2,46,55,91.8,262.570242
Weight,2,56,65,91.8,247.2582743
Weight,2,66,79,91.8,233.0327432
Weight,2,80,99,91.8,201.6147036
Weight,1,0,18,91.8,169.75574
Weight,1,18,25,91.8,266.8017896
Weight,1,26,35,91.8,280.648126
Weight,1,36,45,91.8,276.238886
Weight,1,46,55,91.8,279.4276484
Weight,1,56,65,91.8,269.6276715
Weight,1,66,79,91.8,248.8892521
Weight,1,80,99,91.8,226.6543367
Weight,2,0,18,91.9,157.5633096
Weight,2,18,25,91.9,238.8485308
Weight,2,26,35,91.9,256.5062142
Weight,2,36,45,91.9,269.9125084
Weight,2,46,55,91.9,262.570242
Weight,2,56,65,91.9,247.358364
Weight,2,66,79,91.9,233.3391854
Weight,2,80,99,91.9,202.4844262
Weight,1,0,18,91.9,170.417126
Weight,1,18,25,91.9,266.930319
Weight,1,26,35,91.9,280.648126
Weight,1,36,45,91.9,276.238886
Weight,1,46,55,91.9,281.0476031
Weight,1,56,65,91.9,269.9879065
Weight,1,66,79,91.9,249.12206
Weight,1,80,99,91.9,226.8342336
Weight,2,0,18,92,158.071254
Weight,2,18,25,92,239.862656
Weight,2,26,35,92,256.820593
Weight,2,36,45,92,270.304049
Weight,2,46,55,92,262.570242
Weight,2,56,65,92,247.358364
Weight,2,66,79,92,233.8219972
Weight,2,80,99,92,203.3541488
Weight,1,0,18,92,170.8051391
Weight,1,18,25,92,267.0588483
Weight,1,26,35,92,280.7363108
Weight,1,36,45,92,276.3182523
Weight,1,46,55,92,281.309512
Weight,1,56,65,92,270.489237
Weight,1,66,79,92,249.2543372
Weight,1,80,99,92,227.0141306
Weight,2,0,18,92.1,158.071254
Weight,2,18,25,92.1,240.6232499
Weight,2,26,35,92.1,259.0637939
Weight,2,36,45,92.1,270.7423274
Weight,2,46,55,92.1,262.570242
Weight,2,56,65,92.1,247.3967244
Weight,2,66,79,92.1,234.3929938
Weight,2,80,99,92.1,203.5847521
Weight,1,0,18,92.1,170.85805
Weight,1,18,25,92.1,267.1873777
Weight,1,26,35,92.1,280.8674857
Weight,1,36,45,92.1,276.4522932
Weight,1,46,55,92.1,281.460308
Weight,1,56,65,92.1,270.9288383
Weight,1,66,79,92.1,250.0656374
Weight,1,80,99,92.1,227.1940276
Weight,2,0,18,92.2,158.610945
Weight,2,18,25,92.2,241.185428
Weight,2,26,35,92.2,260.400455
Weight,2,36,45,92.2,270.8984145
Weight,2,46,55,92.2,262.5865562
Weight,2,56,65,92.2,247.770187
Weight,2,66,79,92.2,234.699436
Weight,2,80,99,92.2,203.7007151
Weight,1,0,18,92.2,171.1040856
Weight,1,18,25,92.2,267.315907
Weight,1,26,35,92.2,281.5189509
Weight,1,36,45,92.2,276.9672924
Weight,1,46,55,92.2,281.9021139
Weight,1,56,65,92.2,271.2286666
Weight,1,66,79,92.2,250.3548835
Weight,1,80,99,92.2,227.3739246
Weight,2,0,18,92.3,158.9601568
Weight,2,18,25,92.3,241.185428
Weight,2,26,35,92.3,260.8283717
Weight,2,36,45,92.3,270.947798
Weight,2,46,55,92.3,262.7446274
Weight,2,56,65,92.3,247.799288
Weight,2,66,79,92.3,235.5404985
Weight,2,80,99,92.3,203.8166781
Weight,1,0,18,92.3,171.9149448
Weight,1,18,25,92.3,267.4444364
Weight,1,26,35,92.3,282.0116835
Weight,1,36,45,92.3,277.381761
Weight,1,46,55,92.3,282.0952386
Weight,1,56,65,92.3,271.5692804
Weight,1,66,79,92.3,250.5894551
Weight,1,80,99,92.3,227.5538216
Weight,2,0,18,92.4,159.7502926
Weight,2,18,25,92.4,241.2515666
Weight,2,26,35,92.4,260.9855611
Weight,2,36,45,92.4,270.947798
Weight,2,46,55,92.4,263.1266881
Weight,2,56,65,92.4,248.0761883
Weight,2,66,79,92.4,236.4939966
Weight,2,80,99,92.4,204.0014252
Weight,1,0,18,92.4,172.2848801
Weight,1,18,25,92.4,267.5729657
Weight,1,26,35,92.4,282.1428584
Weight,1,36,45,92.4,277.5158019
Weight,1,46,55,92.4,282.19136
Weight,1,56,65,92.4,273.1903375
Weight,1,66,79,92.4,251.0409612
Weight,1,80,99,92.4,227.7337186
Weight,2,0,18,92.5,160.055412
Weight,2,18,25,92.5,241.3783323
Weight,2,26,35,92.5,261.7214633
Weight,2,36,45,92.5,270.947798
Weight,2,46,55,92.5,263.7001098
Weight,2,56,65,92.5,248.5543704
Weight,2,66,79,92.5,237.106881
Weight,2,80,99,92.5,205.6249074
Weight,1,0,18,92.5,172.842208
Weight,1,18,25,92.5,267.9440033
Weight,1,26,35,92.5,282.6873995
Weight,1,36,45,92.5,278.5316908
Weight,1,46,55,92.5,282.19136
Weight,1,56,65,92.5,273.8523849
Weight,1,66,79,92.5,252.8258216
Weight,1,80,99,92.5,227.9136156
Weight,2,0,18,92.6,160.6215584
Weight,2,18,25,92.6,241.6043058
Weight,2,26,35,92.6,262.6645997
Weight,2,36,45,92.6,271.2158798
Weight,2,46,55,92.6,264.490466
Weight,2,56,65,92.6,249.8954407
Weight,2,66,79,92.6,237.594102
Weight,2,80,99,92.6,207.2483896
Weight,1,0,18,92.6,173.8307596
Weight,1,18,25,92.6,268.58665
Weight,1,26,35,92.6,283.4744488
Weight,1,36,45,92.6,279.9885037
Weight,1,46,55,92.6,282.5670272
Weight,1,56,65,92.6,274.2732468
Weight,1,66,79,92.6,253.6653409
Weight,1,80,99,92.6,228.0935126
Weight,2,0,18,92.7,161.01839
Weight,2,18,25,92.7,241.8523256
Weight,2,26,35,92.7,263.6077362
Weight,2,36,45,92.7,271.528054
Weight,2,46,55,92.7,264.6996845
Weight,2,56,65,92.7,252.0253241
Weight,2,66,79,92.7,238.1706102
Weight,2,80,99,92.7,208.8718717
Weight,1,0,18,92.7,174.385442
Weight,1,18,25,92.7,268.8404017
Weight,1,26,35,92.7,284.5106202
Weight,1,36,45,92.7,280.1225446
Weight,1,46,55,92.7,283.0608621
Weight,1,56,65,92.7,274.47519
Weight,1,66,79,92.7,254.2120867
Weight,1,80,99,92.7,228.3369026
Weight,2,0,18,92.8,161.3676018
Weight,2,18,25,92.8,241.9790912
Weight,2,26,35,92.8,263.672552
Weight,2,36,45,92.8,271.8402282
Weight,2,46,55,92.8,265.4380117
Weight,2,56,65,92.8,252.208528
Weight,2,66,79,92.8,238.9367156
Weight,2,80,99,92.8,210.1143956
Weight,1,0,18,92.8,174.826366
Weight,1,18,25,92.8,268.9795133
Weight,1,26,35,92.8,285.277828
Weight,1,36,45,92.8,280.8985708
Weight,1,46,55,92.8,283.6499366
Weight,1,56,65,92.8,274.9408057
Weight,1,66,79,92.8,254.8558357
Weight,1,80,99,92.8,228.636731
Weight,2,0,18,92.9,161.8349813
Weight,2,18,25,92.9,242.1830186
Weight,2,26,35,92.9,264.0050087
Weight,2,36,45,92.9,272.1524024
Weight,2,46,55,92.9,266.6000669
Weight,2,56,65,92.9,252.208528
Weight,2,66,79,92.9,239.5584184
Weight,2,80,99,92.9,210.1723771
Weight,1,0,18,92.9,175.487752
Weight,1,18,25,92.9,269.3651013
Weight,1,26,35,92.9,285.277828
Weight,1,36,45,92.9,282.7751434
Weight,1,46,55,92.9,283.734594
Weight,1,56,65,92.9,277.1022152
Weight,1,66,79,92.9,255.0180957
Weight,1,80,99,92.9,228.9365593
Weight,2,0,18,93,162.7803223
Weight,2,18,25,93,242.5633155
Weight,2,26,35,93,264.5940832
Weight,2,36,45,93,272.3675733
Weight,2,46,55,93,267.0742807
Weight,2,56,65,93,252.521584
Weight,2,66,79,93,240.1713028
Weight,2,80,99,93,210.2303586
Weight,1,0,18,93,175.708214
Weight,1,18,25,93,269.7506893
Weight,1,26,35,93,285.6636365
Weight,1,36,45,93,283.29367
Weight,1,46,55,93,283.7875049
Weight,1,56,65,93,277.6564567
Weight,1,66,79,93,255.3919993
Weight,1,80,99,93,229.2363876
Weight,2,0,18,93.1,163.5175472
Weight,2,18,25,93.1,243.0152626
Weight,2,26,35,93.1,264.908462
Weight,2,36,45,93.1,272.7194306
Weight,2,46,55,93.1,267.3161275
Weight,2,56,65,93.1,252.649452
Weight,2,66,79,93.1,240.8139495
Weight,2,80,99,93.1,210.2883401
Weight,1,0,18,93.1,176.3696
Weight,1,18,25,93.1,270.1362774
Weight,1,26,35,93.1,286.319511
Weight,1,36,45,93.1,283.3042522
Weight,1,46,55,93.1,283.9347735
Weight,1,56,65,93.1,277.9203497
Weight,1,66,79,93.1,256.1644981
Weight,1,80,99,93.1,229.3316272
Weight,2,0,18,93.2,164.685114
Weight,2,18,25,93.2,243.5223252
Weight,2,26,35,93.2,265.564116
Weight,2,36,45,93.2,273.8120403
Weight,2,46,55,93.2,268.1197115
Weight,2,56,65,93.2,253.0947852
Weight,2,66,79,93.2,241.8864972
Weight,2,80,99,93.2,210.3463216
Weight,1,0,18,93.2,176.9851299
Weight,1,18,25,93.2,270.9927722
Weight,1,26,35,93.2,286.8563359
Weight,1,36,45,93.2,283.4382931
Weight,1,46,55,93.2,284.3360143
Weight,1,56,65,93.2,278.002582
Weight,1,66,79,93.2,257.6248384
Weight,1,80,99,93.2,229.3915928
Weight,2,0,18,93.3,165.5105237
Weight,2,18,25,93.3,244.0293878
Weight,2,26,35,93.3,266.350063
Weight,2,36,45,93.3,274.6559688
Weight,2,46,55,93.3,270.1746378
Weight,2,56,65,93.3,253.807098
Weight,2,66,79,93.3,242.7672429
Weight,2,80,99,93.3,210.4043031
Weight,1,0,18,93.3,177.692372
Weight,1,18,25,93.3,272.1495364
Weight,1,26,35,93.3,287.3215107
Weight,1,36,45,93.3,283.6305359
Weight,1,46,55,93.3,284.8854056
Weight,1,56,65,93.3,278.1752037
Weight,1,66,79,93.3,258.0234337
Weight,1,80,99,93.3,229.4515585
Weight,2,0,18,93.4,166.1084167
Weight,2,18,25,93.4,244.5695197
Weight,2,26,35,93.4,267.13601
Weight,2,36,45,93.4,275.1965417
Weight,2,46,55,93.4,270.4358852
Weight,2,56,65,93.4,254.0154346
Weight,2,66,79,93.4,243.4473681
Weight,2,80,99,93.4,210.4622846
Weight,1,0,18,93.4,178.133296
Weight,1,18,25,93.4,272.3856512
Weight,1,26,35,93.4,287.5838605
Weight,1,36,45,93.4,283.8986177
Weight,1,46,55,93.4,285.6217487
Weight,1,56,65,93.4,278.6983601
Weight,1,66,79,93.4,258.3479538
Weight,1,80,99,93.4,229.5115242
Weight,2,0,18,93.5,167.1190145
Weight,2,18,25,93.5,245.4568793
Weight,2,26,35,93.5,267.3443466
Weight,2,36,45,93.5,275.3526288
Weight,2,46,55,93.5,270.9422865
Weight,2,56,65,93.5,254.3888972
Weight,2,66,79,93.5,243.7538103
Weight,2,80,99,93.5,210.5202661
Weight,1,0,18,93.5,178.3383257
Weight,1,18,25,93.5,272.6067746
Weight,1,26,35,93.5,287.9178605
Weight,1,36,45,93.5,284.2725213
Weight,1,46,55,93.5,286.8695636
Weight,1,56,65,93.5,279.058595
Weight,1,66,79,93.5,258.601926
Weight,1,80,99,93.5,229.5714898
Weight,2,0,18,93.6,167.330658
Weight,2,18,25,93.6,246.0796844
Weight,2,26,35,93.6,267.7449261
Weight,2,36,45,93.6,276.2671051
Weight,2,46,55,93.6,271.6585675
Weight,2,56,65,93.6,255.2861775
Weight,2,66,79,93.6,243.9456122
Weight,2,80,99,93.6,211.022699
Weight,1,0,18,93.6,179.235606
Weight,1,18,25,93.6,273.2494213
Weight,1,26,35,93.6,288.3113851
Weight,1,36,45,93.6,284.674644
Weight,1,46,55,93.6,287.8122592
Weight,1,56,65,93.6,279.5757988
Weight,1,66,79,93.6,258.601926
Weight,1,80,99,93.6,229.6314555
Weight,2,0,18,93.7,167.992044
Weight,2,18,25,93.7,246.2064501
Weight,2,26,35,93.7,268.3558263
Weight,2,36,45,93.7,276.9417189
Weight,2,46,55,93.7,271.97471
Weight,2,56,65,93.7,256.3607093
Weight,2,66,79,93.7,244.478028
Weight,2,80,99,93.7,211.7764586
Weight,1,0,18,93.7,179.896992
Weight,1,18,25,93.7,274.0713036
Weight,1,26,35,93.7,289.0455236
Weight,1,36,45,93.7,285.0767667
Weight,1,46,55,93.7,288.1067964
Weight,1,56,65,93.7,280.3494
Weight,1,66,79,93.7,258.88059
Weight,1,80,99,93.7,229.6914212
Weight,2,0,18,93.8,169.4894219
Weight,2,18,25,93.8,246.4875391
Weight,2,26,35,93.8,268.8273945
Weight,2,36,45,93.8,277.4558362
Weight,2,46,55,93.8,272.2908525
Weight,2,56,65,93.8,257.0525191
Weight,2,66,79,93.8,245.8570178
Weight,2,80,99,93.8,212.5302182
Weight,1,0,18,93.8,180.1095174
Weight,1,18,25,93.8,275.0995384
Weight,1,26,35,93.8,289.7355696
Weight,1,36,45,93.8,285.4118689
Weight,1,46,55,93.8,288.5300834
Weight,1,56,65,93.8,281.0211477
Weight,1,66,79,93.8,259.5296301
Weight,1,80,99,93.8,229.9612667
Weight,2,0,18,93.9,170.0590957
Weight,2,18,25,93.9,246.8678361
Weight,2,26,35,93.9,269.4107369
Weight,2,36,45,93.9,278.2362717
Weight,2,46,55,93.9,272.722958
Weight,2,56,65,93.9,257.4259817
Weight,2,66,79,93.9,246.1689715
Weight,2,80,99,93.9,213.2839777
Weight,1,0,18,93.9,180.6999146
Weight,1,18,25,93.9,275.6460637
Weight,1,26,35,93.9,289.9979194
Weight,1,36,45,93.9,285.6799507
Weight,1,46,55,93.9,288.9163328
Weight,1,56,65,93.9,281.309512
Weight,1,66,79,93.9,260.4114781
Weight,1,80,99,93.9,230.440992
Weight,2,0,18,94,170.4083075
Weight,2,18,25,94,248.570905
Weight,2,26,35,94,269.9909929
Weight,2,36,45,94,278.7874267
Weight,2,46,55,94,273.355243
Weight,2,56,65,94,257.720078
Weight,2,66,79,94,246.7190242
Weight,2,80,99,94,213.7467275
Weight,1,0,18,94,181.7312358
Weight,1,18,25,94,276.0492887
Weight,1,26,35,94,290.5909622
Weight,1,36,45,94,286.6358739
Weight,1,46,55,94,289.2108701
Weight,1,56,65,94,281.309512
Weight,1,66,79,94,260.7359982
Weight,1,80,99,94,230.9207173
Weight,2,0,18,94.1,171.078512
Weight,2,18,25,94.1,250.4723898
Weight,2,26,35,94.1,270.4625611
Weight,2,36,45,94.1,279.3059533
Weight,2,46,55,94.1,274.2948521
Weight,2,56,65,94.1,257.7319829
Weight,2,66,79,94.1,247.7915718
Weight,2,80,99,94.1,214.152598
Weight,1,0,18,94.1,182.101612
Weight,1,18,25,94.1,276.9489941
Weight,1,26,35,94.1,291.5091864
Weight,1,36,45,94.1,287.5106671
Weight,1,46,55,94.1,289.3757757
Weight,1,56,65,94.1,281.8366366
Weight,1,66,79,94.1,262.8383238
Weight,1,80,99,94.1,231.4004426
Weight,2,0,18,94.2,171.519436
Weight,2,18,25,94.2,252.3738745
Weight,2,26,35,94.2,271.2189663
Weight,2,36,45,94.2,279.9303017
Weight,2,46,55,94.2,274.695652
Weight,2,56,65,94.2,258.1054456
